id,question
568,Write a function to sort each sublist of strings in a given list of lists.
569,Write a function to remove words from a given list of strings containing a character or string.
570,Write a function to find maximum possible sum of disjoint pairs for the given array of integers and a number k.
571,Write a python function to remove two duplicate numbers from a given number of lists.
572,Write a python function to calculate the product of the unique numbers of a given list.
573,Write a function to find the surface area of a cylinder.
574,Write a python function to find nth number in a sequence which is not a multiple of a given number.
575,Write a python function to check whether an array is subarray of another or not.
576,Write a python function to find the last digit in factorial of a given number.
577,Write a function to interleave lists of the same length.
578,Write a function to find the dissimilar elements in the given two tuples.
579,Write a function to extract the even elements in the nested mixed tuple.
580,Write a python function to find the surface area of the square pyramid.
581,Write a function to check if a dictionary is empty or not.
582,Write a function for nth catalan number.
583,Write a function to find all adverbs and their positions in a given sentence by using regex.
584,Write a function to find the n - expensive price items from a given dataset using heap queue algorithm.
585,Write a python function to split the array and add the first part to the end.
586,Write a function to convert a list to a tuple.
587,Write a python function to find the difference between largest and smallest value in a given array.
588,Write a function to find perfect squares between two given numbers.
589,Write a function to convert polar coordinates to rectangular coordinates.
590,Write a python function to interchange the first and last elements in a list.
591,Write a python function to find sum of product of binomial co-efficients.
592,Write a function to remove leading zeroes from an ip address.
593,Write a function to find the difference of first even and odd number of a given list.
594,Write a python function to count minimum number of swaps required to convert one binary string to another.
595,Write a function to find the size of the given tuple.
596,Write a function to find kth element from the given two sorted arrays.
597,Write a function to check whether the given number is armstrong or not.
598,Write a function to find sum and average of first n natural numbers.
599,Write a python function to check whether the given number is even or not using bitwise operator.
600,Write a function to find the longest chain which can be formed from the given set of pairs.
601,Write a python function to find the first repeated character in a given string.
602,Write a function to get a lucid number smaller than or equal to n.
603,Write a function to reverse words in a given string.
604,Write a function to check if the given integer is a prime number.
605,Write a function to convert degrees to radians.
606,Write a function to search a literals string in a string and also find the location within the original string where the pattern occurs by using regex.
607,Write a python function to find nth bell number.
608,Write a python function to find minimum possible value for the given periodic function.
609,Write a python function to remove the k'th element from a given list.
610,Write a function to find the maximum of nth column from the given tuple list.
611,Write a python function to merge the first and last elements separately in a list of lists.
612,Write a function to find the maximum value in record list as tuple attribute in the given tuple list.
613,Write a function to find the cumulative sum of all the values that are present in the given tuple list.
614,Write a function to find average value of the numbers in a given tuple of tuples.
615,Write a function to perfom the modulo of tuple elements in the given two tuples.
616,"Write a function to check for the number of jumps required of given length to reach a point of form (d, 0) from origin in a 2d plane."
617,Write a function to divide two lists using map and lambda function.
618,Write a function to move all the numbers in it to the given string.
619,Write a function to find the largest subset where each pair is divisible.
620,Write a function to increment the numeric values in the given strings by k.
621,Write a function to find the median of two sorted arrays of same size.
622,Write a function to find the n-th power of individual elements in a list using lambda function.
623,Write a python function to convert the given string to upper case.
624,Write a python function to interchange first and last elements in a given list.
625,Write a python function to find the largest triangle that can be inscribed in the semicircle.
626,Write a python function to find the smallest missing number from the given array.
627,Write a function to replace all spaces in the given string with character * list item * list item * list item * list item '%20'.
628,Write a python function to find even numbers from a mixed list.
629,Write a function to extract all the adjacent coordinates of the given coordinate tuple.
630,Write a function to replace whitespaces with an underscore and vice versa in a given string by using regex.
631,Write a python function to move all zeroes to the end of the given list.
632,Write a python function to find the sum of xor of all pairs of numbers in the given array.
633,Write a python function to find the sum of fourth power of first n even natural numbers.
634,Write a function to push all values into a heap and then pop off the smallest values one at a time.
635,Write a python function to check if roots of a quadratic equation are reciprocal of each other or not.
636,Write a function to check whether the given amount has no profit and no loss
637,Write a function to calculate wind chill index.
638,Write a function to sum the length of the names of a given list of names after removing the names that start with a lowercase letter.
639,Write a function to remove the parenthesis area in a string.
640,Write a function to find the nth nonagonal number.
641,Write a function to remove similar rows from the given tuple matrix.
642,"Write a function that matches a word containing 'z', not at the start or end of the word."
643,Write a python function to reverse an array upto a given position.
644,Write a function to find the product of it’s kth index in the given tuples.
645,Write a python function to count number of cubes of size k in a cube of size n.
646,Write a function to split a string at uppercase letters.
647,Write a function to exchange the position of every n-th value with (n+1)th value and (n+1)th value with n-th value in a given list.
648,Write a python function to calculate the sum of the numbers in a list between the indices of a specified range.
649,Write a python function to check whether the given two arrays are equal or not.
650,Write a function to check if one tuple is a subset of another tuple.
651,Write a function to flatten the given tuple matrix into the tuple list with each tuple representing each column.
652,Write a function to group a sequence of key-value pairs into a dictionary of lists using collections module.
653,Write a function to find the perimeter of a rectangle.
654,Write a python function to find the sum of fifth power of n natural numbers.
655,Write a python function to find the minimum sum of absolute differences of two arrays.
656,Write a python function to find the first digit in factorial of a given number.
657,Write a function to find the item with maximum occurrences in a given list.
658,Write a python function to print duplicants from a list of integers.
659,Write a python function to choose points from two ranges such that no point lies in both the ranges.
660,Write a function to find the maximum sum that can be formed which has no three consecutive elements present.
661,Write a function to sort a list in a dictionary.
662,Write a function to find the largest possible value of k such that k modulo x is y.
663,Write a python function to find the average of even numbers till a given even number.
664,Write a python function to shift first element to the end of given list.
665,Write a function to count occurrence of a character in a string.
666,Write a python function to count number of vowels in the string.
667,Write a python function to replace multiple occurence of character by single.
668,Write a function to check whether the given ip address is valid or not using regex.
669,Write a python function to check whether a sequence of numbers has a decreasing trend or not.
670,Write a python function to set the right most unset bit.
671,Write a function to find maximum of three numbers.
672,Write a python function to convert a list of multiple integers into a single integer.
673,Write a function to remove duplicate words from a given string using collections module.
674,"Write a function to add two integers. however, if the sum is between the given range it will return 20."
675,Write a function to remove everything except alphanumeric characters from the given string by using regex.
676,Write a function to check if the triangle is valid or not.
677,Write a python function to remove spaces from a given string.
678,Write a function to access dictionary key’s element by index.
679,Write a python function to check whether a sequence of numbers has an increasing trend or not.
680,Write a python function to find the smallest prime divisor of a number.
681,Write a function to multiply two lists using map and lambda function.
682,Write a python function to check whether the given number can be represented by sum of two squares or not.
683,Write a python function to count occurences of a character in a repeated string.
684,Write a python function to find sum of prime numbers between 1 to n.
685,Write a function to find the frequency of each element in the given list.
686,Write a function to find the greatest common divisor (gcd) of two integers by using recursion.
687,Write a function to get the length of a complex number.
688,## write a function to find the minimum number of jumps to reach the end of the array for the given array of integers where each element represents the max number of steps that can be made forward from that element. > indented block > indented block
689,Write a function to multiply consecutive numbers of a given list.
690,Write a function to group the 1st elements on the basis of 2nd elements in the given tuple list.
691,Write a python function to find the last two digits in factorial of a given number.
692,Write a function to remove multiple spaces in a string by using regex.
693,Write a function to extract unique values from the given dictionary values.
694,Write a function to check if each element of the second tuple is greater than its corresponding index in the first tuple.
695,Write a function to zip two given lists of lists.
696,Write a function to find number of even elements in the given list using lambda function.
697,Write a function to sort dictionary items by tuple product of keys for the given dictionary with tuple keys.
698,Write a python function to find the minimum number of swaps required to convert one binary string to another.
699,Write a function to count the number of elements in a list which are within a specific range.
700,Write a function to find the equilibrium index of the given array.
701,Write a function to find the minimum number of elements that should be removed such that amax-amin<=k.
702,Write a function to check whether the given key is present in the dictionary or not.
703,Write a function to calculate the harmonic sum of n-1.
704,Write a function to sort a list of lists by length and value.
705,Write a function to find whether an array is subset of another array.
706,Write a python function to count the total set bits from 1 to n.
707,Write a python function to convert a string to a list.
708,Write a function to count unique keys for each value present in the tuple.
709,Write a function to access the initial and last data of the given tuple record.
710,Write a python function to check whether the product of digits of a number at even and odd places is equal or not.
711,Write a function to remove duplicates from a list of lists.
712,Write a function to check if the given tuple contains all valid values or not.
713,Write a python function to count the number of distinct power of prime factor of given number.
714,Write a function to convert the given string of integers into a tuple.
715,Write a function to find the perimeter of a rombus.
716,Write a function to calculate the standard deviation.
717,Write a function to create a list taking alternate elements from another given list.
718,Write a function that matches a string that has an a followed by zero or more b's.
719,Write a function to add a dictionary to the tuple.
720,Write a function to find a path with the maximum average over all existing paths for the given square matrix of size n*n.
721,Write a function to filter the height and width of students which are stored in a dictionary.
722,Write a function to count the same pair in two given lists using map function.
723,Write a function to calculate the sum of all digits of the base to the specified power.
724,Write a function to extract values between quotation marks of the given string by using regex.
725,Write a function to multiply the adjacent elements of the given tuple.
726,Write a function to remove all characters except letters and numbers using regex
727,Write a function to sum elements in two lists.
728,Write a function to add two lists using map and lambda function.
729,Write a function to remove consecutive duplicates of a given list.
730,Write a function to find the lateral surface area of a cone.
731,"Write a function to replace all occurrences of spaces, commas, or dots with a colon."
732,Write a function to find the index of the first occurrence of a given number in a sorted array.
733,Write a python function to find sum of products of all possible subarrays.
734,Write a python function to toggle bits of the number except the first and the last bit.
735,Write a function to locate the left insertion point for a specified value in sorted order.
736,Write a function to check whether the given string is starting with a vowel or not using regex.
737,Write a function to calculate the geometric sum of n-1.
738,Write a python function to find the index of smallest triangular number with n digits.
739,Write a function to convert the given tuple to a key-value dictionary using adjacent elements.
740,Write a python function to check whether all the characters are same or not.
741,Write a function to caluclate the area of a tetrahedron.
742,Write a function to rotate a given list by specified number of items to the right direction.
743,Write a function to check if the given tuple has any none value or not.
744,Write a function to find numbers within a given range where every number is divisible by every digit it contains.
745,Write a function to find area of a sector.
746,Write a function to find the longest common subsequence for the given three string sequence.
747,Write a function to put spaces between words starting with capital letters in a given string by using regex.
748,Write a function to sort a given list of strings of numbers numerically.
749,Write a function to add the given tuple to the given list.
750,Write a function to check if the given array represents min heap or not.
751,Write a function to find the nth jacobsthal number.
752,Write a function to find minimum k records from tuple list.
753,Write a function to find common index elements from three lists.
754,Write a function to find the second smallest number in a list.
755,Write a function that matches a string that has an a followed by zero or one 'b'.
756,Write a function to count the pairs of reverse strings in the given string list.
757,Write a function to count number of unique lists within a list.
758,Write a function to check a decimal with a precision of 2.
759,Write a python function to check whether an array contains only one distinct element or not.
760,Write a function to caluclate arc length of an angle.
761,Write a function to check whether the given month number contains 30 days or not.
762,Write a python function to find the minimum difference between any two elements in a given array.
763,Write a python function to count numeric values in a given string.
764,Write a function to find nth polite number.
765,Write a function to iterate over all pairs of consecutive items in a given list.
766,Write a python function to count the number of pairs whose sum is equal to ‘sum’.
767,Write a python function to check for odd parity of a given number.
768,Write a python function to get the difference between two lists.
769,Write a python function to find the sum of fourth power of first n odd natural numbers.
770,Write a function to check if the given expression is balanced or not.
771,Write a function to remove all the words with k length in the given string.
772,Write a function to find the occurrence and position of the substrings within a string.
773,Write a function to check if the string is a valid email address or not using regex.
774,Write a python function to check whether every odd index contains odd numbers of a given list.
775,Write a function to count those characters which have vowels as their neighbors in the given string.
776,Write a python function to find the sum of non-repeated elements in a given array.
777,Write a function to pack consecutive duplicates of a given list elements into sublists.
778,Write a function to count the number of unique lists within a list.
779,Write a function to find the combinations of sums with tuples in the given tuple list.
780,Write a python function to check whether the count of divisors is even or odd.
781,Write a python function to find the sum of all odd length subarrays.
782,Write a function to convert rgb color to hsv color.
783,Write a function to find the product of first even and odd number of a given list.
784,Write a function to convert tuple string to integer tuple.
785,Write a function to locate the right insertion point for a specified value in sorted order.
786,Write a function that matches a string that has an a followed by three 'b'.
787,Write a function to create a new tuple from the given string and list.
788,Write a function to calculate the perimeter of a regular polygon.
789,Write a python function to check whether every even index contains even numbers of a given list.
790,Write a function to remove the nested record from the given tuple.
791,Write a python function to count the number of lists in a given number of lists.
792,Write a python function to find the last position of an element in a sorted array.
793,"Write a function that matches a string that has an 'a' followed by anything, ending in 'b'."
794,Write a function to find the n - cheap price items from a given dataset using heap queue algorithm.
795,Write function to find the sum of all items in the given dictionary.
796,Write a python function to find the sum of all odd natural numbers within the range l and r.
797,Write a python function to find the sum of an array.
798,Write a python function to left rotate the bits of a given number.
799,Write a function to remove all whitespaces from a string.
800,Write a python function to count the number of equal numbers from three given integers.
801,Write a python function to count the number of rotations required to generate a sorted array.
802,Write a python function to check whether the given number is a perfect square or not.
803,Write a python function to check whether the product of numbers is even or not.
804,Write a function to find the list in a list of lists whose sum of elements is the highest.
805,Write a function to find maximum run of uppercase characters in the given string.
806,Write a python function to find the first odd number in a given list of numbers.
807,Write a function to check if the given tuples contain the k or not.
808,Write a function to check if each element of second tuple is smaller than its corresponding index in first tuple.
809,Write a function to iterate over elements repeating each as many times as its count.
810,Write a function to check if two lists of tuples are identical or not.
811,Write a function to abbreviate 'road' as 'rd.' in a given string.
812,Write a function to find length of the string.
813,Write a function to find the area of a rombus.
814,"Write a function to sort the given array without using any sorting algorithm. the given array consists of only 0, 1, and 2."
815,Write a function to clear the values of the given tuples.
816,Write a function to find numbers divisible by m or n from a list of numbers using lambda function.
817,Write a python function to count lower case letters in a given string.
818,Write a function to count the frequency of consecutive duplicate elements in a given list of numbers.
819,Write a function to check whether the given month number contains 28 days or not.
820,Write a function to merge two dictionaries into a single expression.
821,Write a function to return true if the password is valid.
822,Write a function to check if the given string starts with a substring using regex.
823,Write a python function to remove even numbers from a given list.
824,Write a python function to access multiple elements of specified index from a given list.
825,Write a python function to find the type of triangle from the given sides.
826,Write a function to sum a specific column of a list in a given list of lists.
827,"Write a function to count alphabets,digits and special charactes in a given string."
828,Write a function to find out the second most repeated (or frequent) string in the given sequence.
829,Write a function to round up a number to specific digits.
830,Write a python function to count equal element pairs from the given array.
831,Write a function to extract the maximum numeric value from a string by using regex.
832,Write a function to get dictionary keys as a list.
833,Write a function to generate a square matrix filled with elements from 1 to n raised to the power of 2 in spiral order.
834,Write a python function to find the slope of a line.
835,Write a function to find length of the subarray having maximum sum.
836,Write a python function to find the cube sum of first n odd natural numbers.
837,Write a python function to find minimum number swaps required to make two binary strings equal.
838,Write a function to sort the tuples alphabetically by the first item of each tuple.
839,Write a python function to check whether the roots of a quadratic equation are numerically equal but opposite in sign or not.
840,Write a function to count the number of inversions in the given array.
841,Write a function to find the number which occurs for odd number of times in the given array.
842,Write a function to find the nth super ugly number from a given prime list of size k using heap queue algorithm.
843,Write a python function to find the kth element in an array containing odd elements first and then even elements.
844,Write a python function to count the number of digits in factorial of a given number.
845,Write a function to find the minimum number of platforms required for a railway/bus station.
846,Write a python function to copy a list from a singleton tuple.
847,Write a function to find the area of a trapezium.
848,Write a python function to find sum of all prime divisors of a given number.
849,Write a function to check if a triangle of positive area is possible with the given angles.
850,Write a python function to find sum of inverse of divisors.
851,Write a python function to remove negative numbers from a list.
852,Write a python function to find sum of odd factors of a number.
853,Write a function which accepts an arbitrary list and converts it to a heap using heap queue algorithm.
854,Write a python function to check for even parity of a given number.
855,Write a python function to find minimum adjacent swaps required to sort binary array.
856,Write a function to list out the list of given strings individually using map function.
857,Write a function to count number of lists in a given list of lists and square the count.
858,Write a function to generate all sublists of a given list.
859,Write a function to check whether the given string is ending with only alphanumeric characters or not using regex.
860,Write a function to find all anagrams of a string in a given list of strings using lambda function.
861,Write a function to find the occurrences of n most common words in a given text.
862,Write a function to find the length of the longest sub-sequence such that elements in the subsequences are consecutive integers.
863,Write a function to find palindromes in a given list of strings using lambda function.
864,Write a function to print n-times a list using map function.
865,Write a function to check whether the given month name contains 31 days or not.
866,Write a python function to add a minimum number such that the sum of array becomes even.
867,Write a python function to find the length of the last word in a given string.
868,"Write a function to remove sublists from a given list of lists, which are outside a given range."
869,Write a function to calculate the sum of the positive numbers of a given list of numbers using lambda function.
870,Write a python function to check whether the given strings are rotations of each other or not.
871,Write a function to check if a nested list is a subset of another nested list.
872,Write a function to solve the fibonacci sequence using recursion.
873,Write a python function to check if the string is a concatenation of another string.
874,Write a function to find the minimum difference in the tuple pairs of given tuples.
875,Write a python function to find lcm of two positive integers.
876,Write a python function to sort the given string.
877,Write a function to check if the given tuple contains only k elements.
878,"Write a function that matches a string that has an 'a' followed by anything, ending in 'b' by using regex."
879,Write a python function to find number of solutions in quadratic equation.
880,Write a function to find the sum of first even and odd number of a given list.
881,Write a function to caluclate perimeter of a parallelogram.
882,Write a function to find numbers divisible by m and n from a list of numbers using lambda function.
883,Write a python function to check whether all the bits are within a given range or not.
884,Write a python function to check whether the two given strings are isomorphic to each other or not.
885,Write a function to add all the numbers in a list and divide it with the length of the list.
886,Write a python function to check whether the given number is odd or not using bitwise operator.
887,Write a function to substract the elements of the given nested tuples.
888,Write a function to reverse each list in a given list of lists.
889,Write a python function to find the index of an extra element present in one sorted array.
890,Write a python function to check whether the given two numbers have same number of digits or not.
891,Write a function to remove multiple spaces in a string.
892,Write a python function to get the last element of each sublist.
893,Write a function to convert the given string of float type into tuple.
894,Write a function to find the maximum sum of subsequences of given array with no adjacent elements.
895,Write a function to sort a list in increasing order by the last element in each tuple from a given list of non-empty tuples.
896,Write a python function to check whether the word is present in a given sentence or not.
897,"Write a function to extract specified number of elements from a given list, which follow each other continuously."
898,Write a python function to check whether an array can be sorted or not by picking only the corner elements.
899,Write a function where a string will start with a specific number.
900,Write a function to find the smallest multiple of the first n numbers.
901,Write a function to combine two dictionaries by adding values for common keys.
902,Write a python function to count the total unset bits from 1 to n.
903,Write a function to return true if the given number is even else return false.
904,Write a python function to find the sum of squares of binomial co-efficients.
905,"Write a function to extract year, month and date from a url by using regex."
906,Write a function to print the first n lucky numbers.
907,Write a function to find the fixed point in the given array.
908,Write a function to find the previous palindrome of a specified number.
909,Write a function to validate a gregorian date.
910,Write a function to compute maximum product of three numbers of a given array of integers using heap queue algorithm.
911,"Write a function to find ln, m lobb number."
912,Write a function to check for a number at the end of a string.
913,Write a python function to check whether the given string is made up of two alternating characters or not.
914,Write a function to rearrange positive and negative numbers in a given array using lambda function.
915,Write a function to find if there is a triplet in the array whose sum is equal to a given value.
916,Write a function to find the sequences of one upper case letter followed by lower case letters.
917,Write a function to count coin change.
918,Write a python function to multiply all items in the list.
919,Write a function to remove all tuples with all none values in the given tuple list.
920,Write a function to perform chunking of tuples each of size n.
921,Write a function to find a pair with the highest product from a given array of integers.
922,Write a function to find the length of the shortest string that has both str1 and str2 as subsequences.
923,Write a function to find maximum of two numbers.
924,Write a python function to calculate the product of all the numbers of a given tuple.
925,Write a function to find n-th rencontres number.
926,Write a function to calculate the height of the given binary tree.
927,Write a function to convert a date of yyyy-mm-dd format to dd-mm-yyyy format.
928,Write a function to count repeated items of a tuple.
929,Write a function that matches a string that has an a followed by zero or more b's by using regex.
930,Write a function to calculate the sum of series 1³+2³+3³+….+n³.
931,Write a function to remove duplicate words from a given list of strings.
932,Write a function to convert camel case string to snake case string by using regex.
933,Write a function to find the nth delannoy number.
934,Write a function to calculate the sum of series 1²+2²+3²+….+n².
935,Write a function to re-arrange the given tuples based on the given ordered list.
936,Write a function to count the most common character in a given string.
937,Write a function to find three closest elements from three sorted arrays.
938,Write a function to sort a list of dictionaries using lambda function.
939,Write a function to sort the given array by using heap sort.
940,Write a function to count the elements in a list until an element is a tuple.
941,Write a function to check if any list element is present in the given list.
942,Write a function to combine two given sorted lists using heapq module.
943,Write a function to separate and print the numbers and their position of a given string.
944,Write a function to convert the given tuples into set.
945,Write a function to find the most common elements and their counts of a specified text.
946,Write a python function to find the length of the shortest word.
947,Write a function to get an item of a tuple.
948,Write a function to sort the given tuple list basis the total digits in tuple.
949,Write a function to display sign of the chinese zodiac for given year.
950,Write a function to find the maximum of similar indices in two lists of tuples.
951,Write a function to compute the value of ncr mod p.
952,Write a python function to find the minimun number of subsets with distinct elements.
953,Write a function that gives profit amount if the given amount has profit else return none.
954,"Write a function to find out, if the given number is abundant."
955,Write a function to split the given string at uppercase letters by using regex.
956,Write a python function to get the position of rightmost set bit.
957,Write a function to convert an integer into a roman numeral.
958,Write a python function to find the average of a list.
959,Write a function to solve tiling problem.
960,Write a function to convert a roman numeral to an integer.
961,Write a python function to find the sum of all even natural numbers within the range l and r.
962,Write a function to calculate the discriminant value.
963,Write a python function to check whether the length of the word is even or not.
964,Write a function to convert camel case string to snake case string.
965,Write a function to remove an empty tuple from a list of tuples.
966,Write a python function to accept the strings which contains all vowels.
967,Write a python function to find maximum possible value for the given periodic function.
968,Write a function to join the tuples if they have similar initial elements.
969,Write a function to find minimum of two numbers.
970,"Write a function to find the maximum number of segments of lengths a, b and c that can be formed from n."
971,Write a function to concatenate the given two tuples to a nested tuple.
972,Write a python function to left rotate the string.
973,Write a function to find the minimum total path sum in the given triangle.
